10000|10000|Public
5|$|As First Lady, Bush was {{involved}} in issues of concern to children and women, both nationally <b>and</b> <b>internationally.</b> Her major initiatives included education and women's health.|$|E
5|$|Bristol Old Vic’s Ferment artist {{development}} strand {{also sees}} work {{developed at the}} theatre touring across the UK <b>and</b> <b>internationally.</b>|$|E
5|$|Locally <b>and</b> <b>internationally</b> {{recognized}} Minneapolis electronic {{dance music}} artists include Woody McBride, Freddy Fresh (who walks a line with hip hop) and DVS1.|$|E
50|$|His {{career is}} enriched with {{achievements}} <b>and</b> awards <b>internationally</b> <b>and</b> nationally including {{being on the}} list of '500 Influential Muslims'.|$|R
5000|$|To {{foster the}} {{development}} of scientific <b>and</b> professional institutions <b>internationally</b> <b>and</b> regionally; ...|$|R
50|$|Mr. Pesce's {{architecture}} and design has been published, exhibited, <b>and</b> collected <b>internationally</b> <b>and</b> {{included in the}} permanent collections of museums around the world.|$|R
5|$|Recent {{years have}} also seen the {{emergence}} of several new architectural firms operating both in Denmark <b>and</b> <b>internationally.</b>|$|E
5|$|A {{number of}} Dalhousie's {{individual}} programs and faculties have gained accolades nationally <b>and</b> <b>internationally.</b> In Maclean's 2013 common law school rankings, the Schulich School of Law placed 6th in Canada. In the QS rankings of law programs, the university placed 51–100 in the world. The Rowe School of Business {{was named the}} most innovative business school in Canada by European CEO magazine on 17 November 2010.|$|E
5|$|As {{co-chair}} of the House Hunger Caucus, McGovern is an advocate for expanding child nutrition programs both domestically <b>and</b> <b>internationally.</b> In 2007 McGovern obtained $840 million in required funding for the McGovern-Dole International Food for Education and Child Nutrition Program in the House version of the farm bill. The House–Senate conference committee stripped most of the funding from the final bill.|$|E
5000|$|Actively {{encouraging}} <b>and</b> promoting <b>internationally</b> <b>and</b> domestically, {{the future}} generation of scientists, via education and outreach, with continuous in-and-out-of-school programs and media outreach.|$|R
50|$|His work as {{a playwright}} and {{composer}} is widely published <b>and</b> performed <b>internationally</b> <b>and</b> as a journalist he regularly broadcasts, blogs and writes about theatre.|$|R
5000|$|Remove {{language}} barriers by providing an infrastructure for translation <b>and</b> localization, both <b>internationally</b> <b>and</b> locally ...|$|R
5|$|As one of Australia's leading female singer-songwriters, Morris toured {{extensively}} locally <b>and</b> <b>internationally,</b> {{first by}} backing Tears for Fears on the European leg of their 1989 Sowing the Seeds of Love Tour, then on Prince's 1990 Nude Tour in Denmark, Germany and France,—with Dweezil Zappa as her lead guitarist—and again with INXS on their X-Factor tour.|$|E
5|$|During the Fourth of July {{celebration in}} 1935, Angus L. Bowmer {{arranged}} the first performances {{of what would}} become the Oregon Shakespeare Festival. The festival grew during the 20thcentury, and has become an award-winning <b>and</b> <b>internationally</b> known regional theater company.|$|E
5|$|Flight {{testing of}} the XF-104s began with the first flight in March 1954, encountering several problems, {{some of which were}} resolved; however, {{performance}} of the XF-104 proved better than estimates and despite both prototypes being lost through accidents, the USAF ordered 17 service-test/pre-production YF-104As. Production Starfighters proved popular, both with the USAF <b>and</b> <b>internationally,</b> serving with a number of countries, including Jordan, Turkey, and Japan.|$|E
50|$|Calm's {{work has}} been {{exhibited}} in galleries <b>and</b> museums <b>internationally,</b> <b>and</b> written about in many publications. In 2008 he was the recipient of an Art Matters grant.|$|R
50|$|He has {{appeared}} with the London Philharmonic Orchestra {{every year since}} 1962. He {{has appeared}} with many other orchestras <b>and</b> conductors <b>internationally</b> <b>and</b> performed on numerous BBC radio broadcasts.|$|R
50|$|The Yale Symphony Orchestra is {{a symphony}} {{orchestra}} at Yale University which performs in Yale's Woolsey Hall <b>and</b> tours <b>internationally</b> <b>and</b> domestically. The present Music Director is Toshiyuki Shimada.|$|R
5|$|Following growing {{pressure}} from the anti-apartheid movement both domestically <b>and</b> <b>internationally,</b> in 1990 State President Frederik Willem de Klerk reversed the ban on the African National Congress and other anti-apartheid organisations, and announced that Mandela would shortly be released from prison. Mandela was released in February 1990. He persuaded Makeba to return to South Africa, which she did, using her French passport, on 10 June 1990.|$|E
5|$|In June 2015, both MTV Canada and TeenNick {{announced}} {{that they would not}} renew the show. On June 9, 2015, Epitome Pictures {{announced that}} a sequel, , would premiere on Family Channel, a pay channel owned by DHX Media, in January 2016. In the United States (<b>and</b> <b>internationally),</b> first-run episodes will move to Netflix. Episodes will become available on Netflix in Canada following the conclusion of the season.|$|E
5|$|Neon Genesis Evangelion {{received}} {{critical acclaim}} both domestically <b>and</b> <b>internationally.</b> Evangelion has {{developed into a}} social phenomenon beyond its primary fan base, generating national discussion in Japan. The series has also {{been the subject of}} numerous media reports, debates and research studies.|$|E
5000|$|He teaches <b>and</b> lectures <b>internationally,</b> <b>and</b> is {{the author}} of Beyond Psychology: An Introduction to Metapsychology (...) , {{published}} in 1988. [...] This book provided the first published description of TIR.|$|R
50|$|Inside Track {{featured}} {{new music}} <b>and</b> videos <b>internationally</b> <b>and</b> locally. So far the previous hosts have chatted with Jet, Darren Hayes, PJ Harvey, Lionel Richie, Olivia Newton-John and Chris Isaak.|$|R
5000|$|Facilitate and {{encourage}} communication <b>and</b> cooperation <b>internationally</b> ...|$|R
5|$|Roger R. Williams, an {{accomplished}} <b>and</b> <b>internationally</b> recognized cardiovascular geneticist {{and professor of}} internal medicine, {{and the founder of}} the Cardiovascular Genetics research clinic at the University of Utah, was traveling from New York to Geneva where he was to chair a Medical Pedigrees (MEDPED) meeting at the World Health Organization.|$|E
5|$|Scotland's {{wildlife}} {{is typical}} of the north-west of Europe, although several of the larger mammals such as the lynx, brown bear, wolf, elk and walrus were hunted to extinction in historic times. There are important populations of seals <b>and</b> <b>internationally</b> significant nesting grounds for a variety of seabirds such as gannets. The golden eagle is something of a national icon.|$|E
5|$|The BBC National Orchestra of Wales {{performs}} in Wales <b>and</b> <b>internationally.</b> The Welsh National Opera {{is based}} at the Wales Millennium Centre in Cardiff Bay, while the National Youth Orchestra of Wales {{was the first of}} its type in the world.|$|E
50|$|Destination NSW run two consumer-facing websites, Sydney.com and VisitNSW {{to promote}} travel to Sydney <b>and</b> NSW both <b>Internationally</b> <b>and</b> Domestically.|$|R
50|$|PLATH GmbH is a German company specialising in {{military}} radio monitoring <b>and</b> radiolocation, active <b>internationally</b> <b>and</b> with headquarters in Hamburg.|$|R
50|$|Boushra Y. Almutawakel (born 1969) is a Yemeni photographer. Her work {{concerns}} {{perceptions of}} Arabs <b>and</b> Muslims <b>internationally</b> <b>and</b> focuses in particular {{on issues of}} gender and representations of Muslim/Arab women and their clothing.|$|R
5|$|The Birmingham Royal Ballet {{is one of}} the United Kingdom's {{five major}} ballet {{companies}} and one of three based outside London. It is resident at the Birmingham Hippodrome and tours extensively nationally <b>and</b> <b>internationally.</b> The company's associated ballet school – Elmhurst School for Dance in Edgbaston – is the oldest vocational dance school in the country.|$|E
5|$|The RNLI has 237 {{lifeboat}} {{stations and}} operates 444 lifeboats. Crews rescued on average 22 {{people a day}} in 2015. RNLI Lifeguards operate on more than 200 beaches. They are paid by local authorities, while the RNLI provides equipment and training. The Institution operates Flood Rescue Teams (FRT) nationally <b>and</b> <b>internationally</b> (iFRT), the latter prepared to travel to emergencies overseas at short notice.|$|E
5|$|The {{deportation}} of Belgian workers proved {{insufficient to}} meet German industrial needs {{and had little}} effect economically. Politically, however, it led to widespread condemnation in Belgium <b>and</b> <b>internationally,</b> helping {{the rise of the}} resistance. In late 1917, under pressure from neutral powers, most of the Belgian deported workers were returned.|$|E
50|$|He {{represented}} Yugoslavia and Bosnia <b>and</b> Herzegovina <b>internationally.</b>|$|R
50|$|They {{currently}} live in Berlin <b>and</b> perform <b>internationally.</b>|$|R
5000|$|She {{has been}} a {{participant}} in various literary festivals <b>and</b> conferences <b>internationally,</b> <b>and</b> has interviewed and been [...] "in conversation" [...] with such writers as Toni Morrison, Wole Soyinka. Ngugi wa Thiong’o, and Nawal El Saadawi.|$|R
